"id","prediction"
0,2.07485937021548
1,1.09900432246517
2,1.90954316305116
3,1.92541830104432
4,1.97380318774751
5,2.92430453304233
6,3.47898480331012
7,1.51520846035907
8,-0.00633312433630717
9,0.801927202713146
10,1.99898722714079
11,2.87806994982778
12,0.629804330620529
13,1.77603802106113
14,0.202748650368705
15,-0.512951949832046
16,1.66063519973258
17,0.852084725135345
18,0.208884710492915
19,1.13865139753337
20,1.80724121984366
21,2.05903256276942
22,2.98795626391124
23,1.35805372398246
24,0.681135627294078
25,1.65942949648358
26,3.88889924014101
27,2.50009567851756
28,1.66154008530747
29,1.03360376301144
30,2.76745341736226
31,1.49358359464376
32,1.08656823221086
33,2.2499209168613
34,1.35578366587219
35,2.12626094136497
36,3.63155276386284
37,3.26879293144661
38,0.878612311076421
39,1.58456834086101
40,1.98350495825584
41,2.19370753484791
42,0.812623879117579
43,1.80113435671212
44,-0.243792684365985
45,0.516261413065706
46,6.02506099193933
47,2.29368870457611
48,1.10290908945337
49,1.65352866988327
50,0.660187462989817
51,4.60046874862416
52,2.01032454728786
53,1.01019395190249
54,1.5547092811186
55,0.263910952734173
56,0.603813289414846
57,-0.138587196908773
58,1.08847285708031
59,3.43537222858711
60,3.74402508040446
61,3.00349579657438
62,2.24177348261501
63,-0.120345093391855
64,1.01621116534254
65,1.64662883658926
66,0.55046359707086
67,1.30161609360993
68,1.57032392887954
69,-0.953396308266969
70,1.21209847810985
71,1.54411698438684
72,-0.0401446667634098
73,2.85902421364085
74,1.2261231906844
75,0.975774865475995
76,1.226911727356
77,2.92751700263541
78,1.69183155082507
79,-0.657406767680029
80,0.939773256096841
81,1.33310540512819
82,2.3577516756657
83,2.10180785528518
84,1.68671029822103
85,4.19344876320819
86,1.57163313457202
87,1.00934079128763
88,2.37495547218568
89,-1.95648410105101
90,2.24478550950939
91,2.21371394422653
92,2.4485152772988
93,1.79888729958861
94,1.03648443180811
95,2.24436598897227
96,1.35444415299296
97,2.64433742306516
98,0.135629199616325
99,1.97202265304569
100,1.9296493048372
101,1.30183676859773
102,3.08304636882775
103,1.00608802995956
104,0.492759651453037
105,1.32656112973321
106,0.97643081299961
107,2.69469339648245
108,2.29021835929562
109,2.25370892760586
110,1.28912614482407
111,2.27603451016482
112,1.08930787990908
113,2.17623165497072
114,1.32643727480967
115,0.980432633018108
116,-0.213840588829946
117,0.935919871379821
118,2.46060903007745
119,2.85978433976864
120,1.14336161995682
121,4.42667419253107
122,2.09928914897073
123,2.31923287632122
124,0.391427452155711
125,0.590836624178178
126,1.63266037124276
127,2.69997609554215
128,0.338018593738357
129,2.58563394562057
130,1.60209079770262
131,2.18447069759873
132,-0.00899627692370419
133,0.17233539926478
134,2.69044350129628
135,1.57203068656924
136,0.55487939002942
137,2.37720229286739
138,-0.0279847759369507
139,2.25877454530734
140,1.08069813635088
141,2.63352426810726
142,-0.290532820255271
143,0.62740467896255
144,1.74961748169898
145,3.40730687131413
146,1.91654133758327
147,1.49340480271358
148,1.30245148140341
149,2.80077620065199
150,2.38499410687497
151,0.724441419001768
152,2.11870221881558
153,0.219296417720087
154,0.967543772831309
155,2.97475668612169
156,0.933806738806554
157,4.23739356154339
158,1.99740913187376
159,2.56213815462219
160,2.06459826170172
161,3.518062343291
162,1.23884845165952
163,1.0282116879882
164,2.15483893540357
165,2.39633037932778
166,1.92485662432643
